c,h,l,n,o,t,v,vw
58371.1095,58371.1095,58093.271,0,58093.271,2024-05-01T18:34:00Z,0.0,0.0
58187.67,58405.585,58147.2625,0,58405.585,2024-05-01T18:35:00Z,0.0,0.0
58305.44,58331.2915,58138.675,0,58138.675,2024-05-01T18:36:00Z,0.0,0.0
58169.445,58308.133,58152.73,0,58284.505,2024-05-01T18:37:00Z,0.0,0.0
58261.9105,58358.833,58185.491,0,58185.491,2024-05-01T18:38:00Z,0.0,0.0
58443.305,58466.995,58298.161,0,58298.161,2024-05-01T18:39:00Z,0.0,0.0
58519.415,58535.4235,58382.05,0,58408.1,2024-05-01T18:40:00Z,0.0,0.0
58536.745,58536.745,58479.261,0,58479.261,2024-05-01T18:41:00Z,0.0,0.0
58613.33,58613.33,58567.2395,0,58576.517,2024-05-01T18:42:00Z,0.0,0.0
58617.985,58652.6655,58572.1535,0,58652.6655,2024-05-01T18:43:00Z,0.0,0.0
58694.29,58726.95,58636.9,0,58636.9,2024-05-01T18:44:00Z,0.0,0.0
58545.24,58668.892,58545.24,0,58668.892,2024-05-01T18:45:00Z,0.0,0.0
58597.507,58692.68,58589.101,0,58589.101,2024-05-01T18:46:00Z,0.0,0.0
58715.65,58715.65,58507.942,0,58534.3995,2024-05-01T18:47:00Z,0.0,0.0
58716.7805,58813.965,58716.7805,0,58755.4525,2024-05-01T18:48:00Z,0.0,0.0
58674.173,58751.2955,58674.173,0,58751.2955,2024-05-01T18:49:00Z,0.0,0.0
58979.2485,58979.2485,58703.35,0,58703.35,2024-05-01T18:50:00Z,0.0,0.0
59089.735,59089.735,58974.007,0,59009.6095,2024-05-01T18:51:00Z,0.0,0.0
59332.921,59347.0975,59055.161,0,59055.161,2024-05-01T18:52:00Z,0.0,0.0
59344.7385,59404.49,59246.478,0,59394.7145,2024-05-01T18:53:00Z,0.0,0.0
59465.2235,59465.2235,59257.3345,0,59305.575,2024-05-01T18:54:00Z,0.0,0.0
59294.44,59441.43,59294.44,0,59426.5245,2024-05-01T18:55:00Z,0.0,0.0
59377.496,59377.496,59248.63,0,59315.97,2024-05-01T18:56:00Z,0.0,0.0
59287.4025,59388.2485,59268.2255,0,59348.94,2024-05-01T18:57:00Z,0.0,0.0
59091.0015,59246.085,59091.0015,0,59246.085,2024-05-01T18:58:00Z,0.0,0.0
58890.22,59059.222,58830.826,0,59059.222,2024-05-01T18:59:00Z,0.0,0.0
59169.423,59203.8795,58907.259,0,58907.259,2024-05-01T19:00:00Z,0.0,0.0
59169.898,59256.5535,59127.682,0,59210.2925,2024-05-01T19:01:00Z,0.0,0.0
58968.9585,59191.08,58920.5465,0,59191.08,2024-05-01T19:02:00Z,0.0,0.0
58879.0,58949.866,58879.0,0,58909.6,2024-05-01T19:03:00Z,0.0,0.0
58854.331,58949.1,58840.778,0,58904.795,2024-05-01T19:04:00Z,0.0,0.0
58872.145,58902.034,58766.2165,0,58819.833,2024-05-01T19:05:00Z,0.0,0.0
58745.72,58888.9965,58745.72,0,58846.0085,2024-05-01T19:06:00Z,0.0,0.0
58737.4775,58790.65,58692.425,0,58725.38,2024-05-01T19:07:00Z,0.0,0.0
58844.45,58871.151,58658.737,0,58696.975,2024-05-01T19:08:00Z,0.0,0.0
58749.0185,58803.52,58734.33,0,58803.52,2024-05-01T19:09:00Z,0.0,0.0
58725.678,58764.9,58691.758,0,58715.925,2024-05-01T19:10:00Z,0.0,0.0
58625.775,58755.955,58610.921,0,58755.955,2024-05-01T19:11:00Z,0.0,0.0
58640.519,58640.519,58562.437,0,58602.8245,2024-05-01T19:12:00Z,0.0,0.0
58678.532,58678.532,58552.595,0,58591.43,2024-05-01T19:13:00Z,0.0,0.0
58584.5755,58646.465,58584.5755,0,58637.123,2024-05-01T19:14:00Z,0.0,0.0
58404.0075,58544.55,58363.6905,0,58544.55,2024-05-01T19:15:00Z,0.0,0.0
58467.205,58467.205,58419.901,0,58419.901,2024-05-01T19:16:00Z,0.0,0.0
58507.7915,58507.7915,58507.7915,0,58507.7915,2024-05-01T19:17:00Z,0.0,0.0
58559.99,58559.99,58500.965,0,58520.397,2024-05-01T19:18:00Z,0.0,0.0
58466.655,58521.294,58466.655,0,58521.294,2024-05-01T19:19:00Z,0.0,0.0
58344.556,58438.35,58287.3585,0,58438.35,2024-05-01T19:20:00Z,0.0,0.0
58257.464,58369.562,58257.464,0,58369.562,2024-05-01T19:21:00Z,0.0,0.0
58156.081,58218.9,58104.426,0,58218.9,2024-05-01T19:22:00Z,0.0,0.0
58324.752,58324.752,58125.553,0,58125.553,2024-05-01T19:23:00Z,0.0,0.0
58334.52,58387.2055,58334.52,0,58363.21,2024-05-01T19:24:00Z,0.0,0.0
58351.16,58351.16,58262.93,0,58306.134,2024-05-01T19:25:00Z,0.0,0.0
58345.7145,58396.75,58345.7145,0,58396.75,2024-05-01T19:26:00Z,0.0,0.0
58140.075,58331.2945,58140.075,0,58331.2945,2024-05-01T19:27:00Z,0.0,0.0
58137.7925,58196.9105,58137.7925,0,58161.745,2024-05-01T19:28:00Z,0.0,0.0
58039.525,58103.165,58034.3965,0,58103.165,2024-05-01T19:29:00Z,0.0,0.0
57883.05,58012.4,57883.05,0,58005.682,2024-05-01T19:30:00Z,0.0,0.0
57702.421,57916.4,57702.421,0,57916.4,2024-05-01T19:31:00Z,0.0,0.0
57673.05,57693.0105,57638.834,0,57660.933,2024-05-01T19:32:00Z,0.0,0.0
57547.539,57730.71,57547.539,0,57701.9885,2024-05-01T19:33:00Z,0.0,0.0
57211.425,57507.32,57048.475,0,57507.32,2024-05-01T19:34:00Z,0.0,0.0
57255.4335,57347.82,57029.32,0,57186.2245,2024-05-01T19:35:00Z,0.0,0.0
57241.694,57382.764,57184.8015,0,57232.43,2024-05-01T19:36:00Z,0.0,0.0
57312.17,57348.705,57226.0,0,57279.815,2024-05-01T19:37:00Z,0.0,0.0
57324.515,57332.131,57189.0445,0,57285.095,2024-05-01T19:38:00Z,0.0,0.0
57244.008,57284.222,57106.5235,0,57273.815,2024-05-01T19:39:00Z,0.0,0.0
57328.6,57328.6,57142.9255,0,57209.8645,2024-05-01T19:40:00Z,0.0,0.0
57292.35,57349.9605,57280.8105,0,57293.829,2024-05-01T19:41:00Z,0.0,0.0
57296.45,57326.8575,57235.815,0,57251.838,2024-05-01T19:42:00Z,0.0,0.0
57333.9475,57335.81,57308.9715,0,57335.81,2024-05-01T19:43:00Z,0.0,0.0
57514.4,57552.7595,57359.717,0,57359.717,2024-05-01T19:44:00Z,0.0,0.0
57559.209,57575.339,57484.1855,0,57484.1855,2024-05-01T19:45:00Z,0.0,0.0
57655.3805,57655.3805,57582.1115,0,57582.1115,2024-05-01T19:46:00Z,0.0,0.0
57459.875,57613.17,57459.875,0,57613.17,2024-05-01T19:47:00Z,0.0,0.0
57361.8405,57442.665,57356.3485,0,57442.665,2024-05-01T19:48:00Z,0.0,0.0
57441.247,57441.247,57398.665,0,57398.665,2024-05-01T19:49:00Z,0.0,0.0
57286.115,57415.94,57264.03,0,57415.94,2024-05-01T19:50:00Z,0.0,0.0
57232.19,57310.92,57190.615,0,57310.92,2024-05-01T19:51:00Z,0.0,0.0
57283.314,57283.314,57177.1,0,57188.8,2024-05-01T19:52:00Z,0.0,0.0
57310.706,57346.6175,57310.706,0,57320.384,2024-05-01T19:53:00Z,0.0,0.0
57278.415,57330.6885,57278.415,0,57330.6885,2024-05-01T19:54:00Z,0.0,0.0
57258.02,57258.02,57180.205,0,57241.972,2024-05-01T19:55:00Z,0.0,0.0
57156.315,57264.734,57156.315,0,57243.5695,2024-05-01T19:56:00Z,0.0,0.0
56965.76,57137.95,56932.285,0,57137.95,2024-05-01T19:57:00Z,0.0,0.0
56940.729,57017.5,56904.139,0,57017.5,2024-05-01T19:58:00Z,0.0,0.0
56968.4945,57132.9055,56963.085,0,56963.085,2024-05-01T19:59:00Z,0.0,0.0
57146.135,57146.135,56987.1825,0,56987.1825,2024-05-01T20:00:00Z,0.0,0.0
57169.58,57169.58,57109.16,0,57110.2515,2024-05-01T20:01:00Z,0.0,0.0
57172.3815,57190.5285,57138.427,0,57190.5285,2024-05-01T20:02:00Z,0.0,0.0
57127.685,57199.5065,57127.685,0,57199.5065,2024-05-01T20:03:00Z,0.0,0.0
57096.7,57099.56,57028.8415,0,57099.56,2024-05-01T20:04:00Z,0.0,0.0
57058.205,57058.205,57058.205,0,57058.205,2024-05-01T20:05:00Z,0.0,0.0
57123.1005,57124.6715,57105.5775,0,57105.96,2024-05-01T20:06:00Z,0.0,0.0
